"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverese_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"QRS duration in lead I",2000041011,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I QRS DUR","1970-01-01","2099-12-31",,3017331,"Maps to","Mapped from","1970-01-01","2099-12-31",
"R wave amplitude in lead I",2000041012,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I R AMP","1970-01-01","2099-12-31",,3003739,"Maps to","Mapped from","1970-01-01","2099-12-31",
"R wave duration in lead I",2000041013,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I R DUR","1970-01-01","2099-12-31",,3027200,"Maps to","Mapped from","1970-01-01","2099-12-31",
"S wave amplitude in lead I",2000041014,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I S AMP","1970-01-01","2099-12-31",,3012698,"Maps to","Mapped from","1970-01-01","2099-12-31",
"S wave duration in lead I",2000041015,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I S DUR","1970-01-01","2099-12-31",,3004962,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST amplitude.J point+60 ms Lead I",2000041016,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I STJ60","1970-01-01","2099-12-31",,3017487,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST amplitude.J point+80 ms Lead I",2000041017,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I STJ80","1970-01-01","2099-12-31",,3014402,"Maps to","Mapped from","1970-01-01","2099-12-31",
"T wave amplitude in lead I",2000041018,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I T AMP","1970-01-01","2099-12-31",,3024463,"Maps to","Mapped from","1970-01-01","2099-12-31",
"T wave amplitude in lead I",2000041019,"mimiciv_meas_wf","Measurement","Clinical Observation",,"I TPOS AMP","1970-01-01","2099-12-31",,3024463,"Maps to","Mapped from","1970-01-01","2099-12-31",
"QRS terminal amplitude in lead III",2000041020,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III F AMP","1970-01-01","2099-12-31",,3019351,"Maps to","Mapped from","1970-01-01","2099-12-31",
"QRS initial amplitude in lead III",2000041021,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III I AMP","1970-01-01","2099-12-31",,3026256,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Q wave depth in lead III",2000041022,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III Q AMP","1970-01-01","2099-12-31",,3001472,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Q wave duration in lead III",2000041023,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III Q DUR","1970-01-01","2099-12-31",,3009543,"Maps to","Mapped from","1970-01-01","2099-12-31",
"QRS duration in lead III",2000041024,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III QRS DUR","1970-01-01","2099-12-31",,3004698,"Maps to","Mapped from","1970-01-01","2099-12-31",
"R wave amplitude in lead III",2000041025,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III R AMP","1970-01-01","2099-12-31",,3022797,"Maps to","Mapped from","1970-01-01","2099-12-31",
"R wave duration in lead III",2000041026,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III R DUR","1970-01-01","2099-12-31",,3028561,"Maps to","Mapped from","1970-01-01","2099-12-31",
"S wave amplitude in lead III",2000041027,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III S AMP","1970-01-01","2099-12-31",,3008449,"Maps to","Mapped from","1970-01-01","2099-12-31",
"S wave duration in lead III",2000041028,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III S DUR","1970-01-01","2099-12-31",,3018053,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST amplitude.J point+60 ms Lead III",2000041029,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III STJ60","1970-01-01","2099-12-31",,3035359,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST amplitude.J point+80 ms Lead III",2000041030,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III STJ80","1970-01-01","2099-12-31",,3015536,"Maps to","Mapped from","1970-01-01","2099-12-31",
"T wave amplitude in lead III",2000041031,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III T AMP","1970-01-01","2099-12-31",,3011589,"Maps to","Mapped from","1970-01-01","2099-12-31",
"T wave amplitude in lead III",2000041032,"mimiciv_meas_wf","Measurement","Clinical Observation",,"III TPOS AMP","1970-01-01","2099-12-31",,3011589,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST amplitude.lead MCL1",2000041033,"mimiciv_meas_wf","Measurement","Clinical Observation",,"MCL1 STJ60","1970-01-01","2099-12-31",,21490662,"Maps to","Mapped from","1970-01-01","2099-12-31",
"HR [bpm]",2000041034,"mimiciv_meas_wf","Measurement","Clinical Observation",,"HR [bpm]","1970-01-01","2099-12-31",,3027018,"Maps to","Mapped from","1970-01-01","2099-12-31",
"RR [rpm]",2000041035,"mimiciv_meas_wf","Measurement","Clinical Observation",,"RR [rpm]","1970-01-01","2099-12-31",,3013078,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SpO2 [%]",2000041036,"mimiciv_meas_wf","Measurement","Clinical Observation",,"SpO2 [%]","1970-01-01","2099-12-31",,3013502,"Maps to","Mapped from","1970-01-01","2099-12-31",
"QT [msec]",2000041037,"mimiciv_meas_wf","Measurement","Clinical Observation",,"QT [msec]","1970-01-01","2099-12-31",,3025809,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PVC [/min]",2000041038,"mimiciv_meas_wf","Measurement","Clinical Observation",,"PVC [/min]","1970-01-01","2099-12-31",,21490839,"Maps to","Mapped from","1970-01-01","2099-12-31",
"QTc [msec]",2000041039,"mimiciv_meas_wf","Measurement","Clinical Observation",,"QTc [msec]","1970-01-01","2099-12-31",,3026258,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ABPm [mmHg]",2000041040,"mimiciv_meas_wf","Measurement","Clinical Observation",,"ABPm [mmHg]","1970-01-01","2099-12-31",,46237881,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST-III [mm]",2000041041,"mimiciv_meas_wf","Measurement","Clinical Observation",,"ST-III [mm]","1970-01-01","2099-12-31",,3035359,"Maps to","Mapped from","1970-01-01","2099-12-31",
"btbHR [bpm]",2000041042,"mimiciv_meas_wf","Measurement","Clinical Observation",,"btbHR [bpm]","1970-01-01","2099-12-31",,3027018,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Pulse (ABP) [bpm]",2000041043,"mimiciv_meas_wf","Measurement","Clinical Observation",,"Pulse (ABP) [bpm]","1970-01-01","2099-12-31",,37021110,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Pulse (SpO2) [bpm]",2000041044,"mimiciv_meas_wf","Measurement","Clinical Observation",,"Pulse (SpO2) [bpm]","1970-01-01","2099-12-31",,4098046,"Maps to","Mapped from","1970-01-01","2099-12-31",
