concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Dialysis Catheter Dressing Change,2000004036,mimiciv_proc_datetimeevents,Procedure,Procedure,,225321,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Dialysis Catheter Insertion Date,2000004037,mimiciv_proc_datetimeevents,Procedure,Procedure,,225322,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Dialysis CatheterTubing Change,2000004038,mimiciv_proc_datetimeevents,Procedure,Procedure,,225324,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tunneled (Hickman) Cap Change,2000004039,mimiciv_proc_datetimeevents,Procedure,Procedure,,225327,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tunneled (Hickman) Change over Wire Date,2000004040,mimiciv_proc_datetimeevents,Procedure,Procedure,,225328,1970-01-01,2099-12-31,,4168999,Maps to,Mapped from,1970-01-01,2099-12-31,
Tunneled (Hickman) Dressing Change,2000004041,mimiciv_proc_datetimeevents,Procedure,Procedure,,225329,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tunneled (Hickman) Insertion Date,2000004042,mimiciv_proc_datetimeevents,Procedure,Procedure,,225330,1970-01-01,2099-12-31,,4168999,Maps to,Mapped from,1970-01-01,2099-12-31,
Tunneled (Hickman) Tubing Change,2000004043,mimiciv_proc_datetimeevents,Procedure,Procedure,,225332,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
IABP Change over Wire Date,2000004044,mimiciv_proc_datetimeevents,Procedure,Procedure,,225336,1970-01-01,2099-12-31,,4309033,Maps to,Mapped from,1970-01-01,2099-12-31,
IABP Dressing Change,2000004045,mimiciv_proc_datetimeevents,Procedure,Procedure,,225337,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
IABP Insertion Date,2000004046,mimiciv_proc_datetimeevents,Procedure,Procedure,,225338,1970-01-01,2099-12-31,,4309033,Maps to,Mapped from,1970-01-01,2099-12-31,
IABP Tubing Change,2000004047,mimiciv_proc_datetimeevents,Procedure,Procedure,,225340,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Midline Cap Change,2000004048,mimiciv_proc_datetimeevents,Procedure,Procedure,,225343,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Midline Change over Wire Date,2000004049,mimiciv_proc_datetimeevents,Procedure,Procedure,,225344,1970-01-01,2099-12-31,,42689574,Maps to,Mapped from,1970-01-01,2099-12-31,
Midline Dressing Change,2000004050,mimiciv_proc_datetimeevents,Procedure,Procedure,,225345,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Midline Insertion Date,2000004051,mimiciv_proc_datetimeevents,Procedure,Procedure,,225346,1970-01-01,2099-12-31,,42689574,Maps to,Mapped from,1970-01-01,2099-12-31,
Midline Tubing Change,2000004052,mimiciv_proc_datetimeevents,Procedure,Procedure,,225348,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
PA Catheter Cap Change,2000004053,mimiciv_proc_datetimeevents,Procedure,Procedure,,225351,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
PA Catheter Change over Wire Date,2000004054,mimiciv_proc_datetimeevents,Procedure,Procedure,,225352,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
PA Catheter Dressing Change,2000004055,mimiciv_proc_datetimeevents,Procedure,Procedure,,225353,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
PA Catheter Insertion Date,2000004056,mimiciv_proc_datetimeevents,Procedure,Procedure,,225354,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
PA Catheter Tubing Change,2000004057,mimiciv_proc_datetimeevents,Procedure,Procedure,,225356,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Pheresis Catheter Cap Change,2000004058,mimiciv_proc_datetimeevents,Procedure,Procedure,,225367,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Pheresis Catheter Change over Wire Date,2000004059,mimiciv_proc_datetimeevents,Procedure,Procedure,,225368,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Pheresis Catheter Dressing Change,2000004060,mimiciv_proc_datetimeevents,Procedure,Procedure,,225369,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Pheresis Catheter Insertion Date,2000004061,mimiciv_proc_datetimeevents,Procedure,Procedure,,225370,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Pheresis Catheter Tubing Change,2000004062,mimiciv_proc_datetimeevents,Procedure,Procedure,,225372,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling Port (PortaCath) Cap Change,2000004063,mimiciv_proc_datetimeevents,Procedure,Procedure,,225375,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling Port (PortaCath) Insertion Date,2000004064,mimiciv_proc_datetimeevents,Procedure,Procedure,,225378,1970-01-01,2099-12-31,,4197894,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling Port (PortaCath)Tubing Change,2000004065,mimiciv_proc_datetimeevents,Procedure,Procedure,,225380,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Presep Catheter Cap Change,2000004066,mimiciv_proc_datetimeevents,Procedure,Procedure,,225383,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Presep Catheter Change over Wire Date,2000004067,mimiciv_proc_datetimeevents,Procedure,Procedure,,225384,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Presep Catheter Dressing Change,2000004068,mimiciv_proc_datetimeevents,Procedure,Procedure,,225385,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Presep Catheter Insertion Date,2000004069,mimiciv_proc_datetimeevents,Procedure,Procedure,,225386,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Presep Catheter Tubing Change,2000004070,mimiciv_proc_datetimeevents,Procedure,Procedure,,225390,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Triple Introducer Cap Change,2000004071,mimiciv_proc_datetimeevents,Procedure,Procedure,,225391,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Triple Introducer Change over Wire Date,2000004072,mimiciv_proc_datetimeevents,Procedure,Procedure,,225392,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Triple Introducer Dressing Change,2000004073,mimiciv_proc_datetimeevents,Procedure,Procedure,,225393,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Triple Introducer Insertion Date,2000004074,mimiciv_proc_datetimeevents,Procedure,Procedure,,225394,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Triple Introducer Tubing Change,2000004075,mimiciv_proc_datetimeevents,Procedure,Procedure,,225396,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
22 Gauge Insertion Date,2000004076,mimiciv_proc_datetimeevents,Procedure,Procedure,,225753,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
20 Gauge Insertion Date,2000004077,mimiciv_proc_datetimeevents,Procedure,Procedure,,225754,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
18 Gauge Insertion Date,2000004078,mimiciv_proc_datetimeevents,Procedure,Procedure,,225755,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
16 Gauge Insertion Date,2000004079,mimiciv_proc_datetimeevents,Procedure,Procedure,,225756,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
14 Gauge Insertion Date,2000004080,mimiciv_proc_datetimeevents,Procedure,Procedure,,225757,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
RIC Insertion Date,2000004081,mimiciv_proc_datetimeevents,Procedure,Procedure,,225758,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Sheath Cap Change,2000004082,mimiciv_proc_datetimeevents,Procedure,Procedure,,225762,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Sheath Change over Wire Date,2000004083,mimiciv_proc_datetimeevents,Procedure,Procedure,,225763,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Sheath Dressing Change,2000004084,mimiciv_proc_datetimeevents,Procedure,Procedure,,225765,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Sheath Insertion Date,2000004085,mimiciv_proc_datetimeevents,Procedure,Procedure,,225766,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Sheath Tubing Change,2000004086,mimiciv_proc_datetimeevents,Procedure,Procedure,,225769,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
ICP Line Dressing Change,2000004087,mimiciv_proc_datetimeevents,Procedure,Procedure,,226126,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
ICP Line Insertion Date,2000004088,mimiciv_proc_datetimeevents,Procedure,Procedure,,226128,1970-01-01,2099-12-31,,4048955,Maps to,Mapped from,1970-01-01,2099-12-31,
ICP Line Tubing Change,2000004089,mimiciv_proc_datetimeevents,Procedure,Procedure,,226132,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Date of Birth,2000004090,mimiciv_proc_datetimeevents,Procedure,Procedure,,226515,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Organ Bank Notified,2000004091,mimiciv_proc_datetimeevents,Procedure,Procedure,,226532,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Last menses,2000004092,mimiciv_proc_datetimeevents,Procedure,Procedure,,226719,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Hospital Admit Date,2000004093,mimiciv_proc_datetimeevents,Procedure,Procedure,,226724,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling (PortaCath) Port #1 Date Accessed,2000004094,mimiciv_proc_datetimeevents,Procedure,Procedure,,227126,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling (PortaCath) Port #2 Date Accessed,2000004095,mimiciv_proc_datetimeevents,Procedure,Procedure,,227197,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling (PortaCath) Port #1 Date De-accessed,2000004096,mimiciv_proc_datetimeevents,Procedure,Procedure,,227198,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling (PortaCath) Port #2 Date De-accessed,2000004097,mimiciv_proc_datetimeevents,Procedure,Procedure,,227199,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Indwelling (PortaCath) Dressing Change,2000004098,mimiciv_proc_datetimeevents,Procedure,Procedure,,227361,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
SvO2 Calibrated,2000004099,mimiciv_proc_datetimeevents,Procedure,Procedure,,227541,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
ScvO2 (Presep) Calibrated,2000004100,mimiciv_proc_datetimeevents,Procedure,Procedure,,227542,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
GU Catheter D/C Date,2000004101,mimiciv_proc_datetimeevents,Procedure,Procedure,,227584,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
AVA Cap Change,2000004102,mimiciv_proc_datetimeevents,Procedure,Procedure,,227720,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
AVA Change over Wire Date,2000004103,mimiciv_proc_datetimeevents,Procedure,Procedure,,227721,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
AVA Dressing Change,2000004104,mimiciv_proc_datetimeevents,Procedure,Procedure,,227722,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
AVA Insertion Date,2000004105,mimiciv_proc_datetimeevents,Procedure,Procedure,,227724,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
AVA Tubing Change,2000004106,mimiciv_proc_datetimeevents,Procedure,Procedure,,227729,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #1,2000004107,mimiciv_proc_datetimeevents,Procedure,Procedure,,227790,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #2,2000004108,mimiciv_proc_datetimeevents,Procedure,Procedure,,227791,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #3,2000004109,mimiciv_proc_datetimeevents,Procedure,Procedure,,227792,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #4,2000004110,mimiciv_proc_datetimeevents,Procedure,Procedure,,227793,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #5,2000004111,mimiciv_proc_datetimeevents,Procedure,Procedure,,227794,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #6,2000004112,mimiciv_proc_datetimeevents,Procedure,Procedure,,227795,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #7,2000004113,mimiciv_proc_datetimeevents,Procedure,Procedure,,227796,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #8,2000004114,mimiciv_proc_datetimeevents,Procedure,Procedure,,227797,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #9,2000004115,mimiciv_proc_datetimeevents,Procedure,Procedure,,227798,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired Skin  - Dressing Change #10,2000004116,mimiciv_proc_datetimeevents,Procedure,Procedure,,227800,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Referral Date,2000004117,mimiciv_proc_datetimeevents,Procedure,Procedure,,227817,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Date - Student,2000004118,mimiciv_proc_datetimeevents,Procedure,Procedure,,227907,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Date - Therapist,2000004119,mimiciv_proc_datetimeevents,Procedure,Procedure,,227911,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Impella Aortic Pressure Tubing Change,2000004120,mimiciv_proc_datetimeevents,Procedure,Procedure,,228160,1970-01-01,2099-12-31,,4275142,Maps to,Mapped from,1970-01-01,2099-12-31,
Impella Daily Tubing Change,2000004121,mimiciv_proc_datetimeevents,Procedure,Procedure,,228165,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Impella Dressing Change,2000004122,mimiciv_proc_datetimeevents,Procedure,Procedure,,228166,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Impella Insertion Date,2000004123,mimiciv_proc_datetimeevents,Procedure,Procedure,,228168,1970-01-01,2099-12-31,,4275142,Maps to,Mapped from,1970-01-01,2099-12-31,
Tandem Heart Access Line Dressing Change,2000004124,mimiciv_proc_datetimeevents,Procedure,Procedure,,228207,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tandem Heart Access Line Insertion Date,2000004125,mimiciv_proc_datetimeevents,Procedure,Procedure,,228209,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tandem Heart Access Line Tubing Change,2000004126,mimiciv_proc_datetimeevents,Procedure,Procedure,,228215,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tandem Heart Return Cannula Dressing Change,2000004127,mimiciv_proc_datetimeevents,Procedure,Procedure,,228218,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Tandem Heart Return Cannula Insertion Date,2000004128,mimiciv_proc_datetimeevents,Procedure,Procedure,,228221,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
IO Insertion Date,2000004129,mimiciv_proc_datetimeevents,Procedure,Procedure,,228291,1970-01-01,2099-12-31,,4257889,Maps to,Mapped from,1970-01-01,2099-12-31,
