"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverese_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"A Paced",2000031018,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"A Paced","1970-01-01","2099-12-31",,4089488,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AF (Atrial Fibrillation)",2000031019,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"AF (Atrial Fibrillation)","1970-01-01","2099-12-31",,4064452,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AV Paced",2000031020,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"AV Paced","1970-01-01","2099-12-31",,4088998,"Maps to","Mapped from","1970-01-01","2099-12-31",
"JR (Junctional Rhythm)",2000031021,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"JR (Junctional Rhythm)","1970-01-01","2099-12-31",,4140001,"Maps to","Mapped from","1970-01-01","2099-12-31",
"LBBB (Left Bundle Branch Block)",2000031022,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"LBBB (Left Bundle Branch Block)","1970-01-01","2099-12-31",,4064614,"Maps to","Mapped from","1970-01-01","2099-12-31",
"RBBB (Right Bundle Branch Block)",2000031023,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"RBBB (Right Bundle Branch Block)","1970-01-01","2099-12-31",,4064460,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SA (Sinus Arrhythmia)",2000031024,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"SA (Sinus Arrhythmia)","1970-01-01","2099-12-31",,4141820,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SB (Sinus Bradycardia)",2000031025,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"SB (Sinus Bradycardia)","1970-01-01","2099-12-31",,4138456,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SR (Sinus Rhythm)",2000031026,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"SR (Sinus Rhythm)","1970-01-01","2099-12-31",,4145513,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ST (Sinus Tachycardia)",2000031027,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"ST (Sinus Tachycardia)","1970-01-01","2099-12-31",,4140598,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SVT (Supra Ventricular Tachycardia)",2000031028,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"SVT (Supra Ventricular Tachycardia)","1970-01-01","2099-12-31",,4145510,"Maps to","Mapped from","1970-01-01","2099-12-31",
"V Paced",2000031029,"mimiciv_meas_chartevents_value","Condition","Clinical Finding",,"V Paced","1970-01-01","2099-12-31",,4092038,"Maps to","Mapped from","1970-01-01","2099-12-31",
