concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
GRAM NEGATIVE ROD #2,2000026067,mimiciv_micro_organism,Observation,Organism,,80071,1970-01-01,2099-12-31,,4336840,Maps to,Mapped from,1970-01-01,2099-12-31,
GRAM NEGATIVE ROD #3,2000026068,mimiciv_micro_organism,Observation,Organism,,80072,1970-01-01,2099-12-31,,4336840,Maps to,Mapped from,1970-01-01,2099-12-31,
GRAM NEGATIVE ROD #4,2000026069,mimiciv_micro_organism,Observation,Organism,,80073,1970-01-01,2099-12-31,,4336840,Maps to,Mapped from,1970-01-01,2099-12-31,
ANAEROBIC GRAM NEGATIVE ROD #2,2000026070,mimiciv_micro_organism,Observation,Organism,,80074,1970-01-01,2099-12-31,,4019394,Maps to,Mapped from,1970-01-01,2099-12-31,
YEAST,2000026071,mimiciv_micro_organism,Observation,Organism,,80075,1970-01-01,2099-12-31,,4265186,Maps to,Mapped from,1970-01-01,2099-12-31,
STREPTOCOCCUS PNEUMONIAE,2000026072,mimiciv_micro_organism,Observation,Organism,,80076,1970-01-01,2099-12-31,,4321152,Maps to,Mapped from,1970-01-01,2099-12-31,
CRYPTOCOCCUS SPECIES,2000026073,mimiciv_micro_organism,Observation,Organism,,80077,1970-01-01,2099-12-31,,4069831,Maps to,Mapped from,1970-01-01,2099-12-31,
ANAEROBIC GRAM POSITIVE COCCUS(I),2000026074,mimiciv_micro_organism,Observation,Organism,,80078,1970-01-01,2099-12-31,,4352648,Maps to,Mapped from,1970-01-01,2099-12-31,
ANAEROBIC GRAM POSITIVE ROD(S),2000026075,mimiciv_micro_organism,Observation,Organism,,80079,1970-01-01,2099-12-31,,4348176,Maps to,Mapped from,1970-01-01,2099-12-31,
BACTERIA,2000026076,mimiciv_micro_organism,Observation,Organism,,80080,1970-01-01,2099-12-31,,4165747,Maps to,Mapped from,1970-01-01,2099-12-31,
GRAM POSITIVE BACTERIA,2000026077,mimiciv_micro_organism,Observation,Organism,,80081,1970-01-01,2099-12-31,,4337977,Maps to,Mapped from,1970-01-01,2099-12-31,
BACILLUS SPECIES,2000026078,mimiciv_micro_organism,Observation,Organism,,80082,1970-01-01,2099-12-31,,4259140,Maps to,Mapped from,1970-01-01,2099-12-31,
COCCIDIOIDES IMMITIS,2000026079,mimiciv_micro_organism,Observation,Organism,,80083,1970-01-01,2099-12-31,,4052086,Maps to,Mapped from,1970-01-01,2099-12-31,
PROTEUS SPECIES,2000026080,mimiciv_micro_organism,Observation,Organism,,80084,1970-01-01,2099-12-31,,4196666,Maps to,Mapped from,1970-01-01,2099-12-31,
CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),2000026081,mimiciv_micro_organism,Observation,Organism,,80085,1970-01-01,2099-12-31,,4299363,Maps to,Mapped from,1970-01-01,2099-12-31,
ACIDFAST BACILLI,2000026082,mimiciv_micro_organism,Observation,Organism,,80086,1970-01-01,2099-12-31,,4348172,Maps to,Mapped from,1970-01-01,2099-12-31,
STENOTROPHOMONAS MALTOPHILIA,2000026083,mimiciv_micro_organism,Observation,Organism,,80087,1970-01-01,2099-12-31,,4034125,Maps to,Mapped from,1970-01-01,2099-12-31,
LACTOBACILLUS SPECIES,2000026084,mimiciv_micro_organism,Observation,Organism,,80088,1970-01-01,2099-12-31,,4185121,Maps to,Mapped from,1970-01-01,2099-12-31,
GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,2000026085,mimiciv_micro_organism,Observation,Organism,,80089,1970-01-01,2099-12-31,,4329864,Maps to,Mapped from,1970-01-01,2099-12-31,
SERRATIA SPECIES,2000026086,mimiciv_micro_organism,Observation,Organism,,80090,1970-01-01,2099-12-31,,4170580,Maps to,Mapped from,1970-01-01,2099-12-31,
LISTERIA MONOCYTOGENES,2000026087,mimiciv_micro_organism,Observation,Organism,,80091,1970-01-01,2099-12-31,,4261846,Maps to,Mapped from,1970-01-01,2099-12-31,
AEROCOCCUS VIRIDANS,2000026088,mimiciv_micro_organism,Observation,Organism,,80092,1970-01-01,2099-12-31,,4303232,Maps to,Mapped from,1970-01-01,2099-12-31,
MYCOBACTERIUM GORDONAE,2000026089,mimiciv_micro_organism,Observation,Organism,,80093,1970-01-01,2099-12-31,,4088746,Maps to,Mapped from,1970-01-01,2099-12-31,
KLEBSIELLA SPECIES,2000026090,mimiciv_micro_organism,Observation,Organism,,80094,1970-01-01,2099-12-31,,4327473,Maps to,Mapped from,1970-01-01,2099-12-31,
MYCOBACTERIUM FORTUITUM,2000026091,mimiciv_micro_organism,Observation,Organism,,80095,1970-01-01,2099-12-31,,4352641,Maps to,Mapped from,1970-01-01,2099-12-31,
STREPTOMYCES SPECIES,2000026092,mimiciv_micro_organism,Observation,Organism,,80096,1970-01-01,2099-12-31,,4186446,Maps to,Mapped from,1970-01-01,2099-12-31,
PROVIDENCIA SPECIES,2000026093,mimiciv_micro_organism,Observation,Organism,,80097,1970-01-01,2099-12-31,,4011684,Maps to,Mapped from,1970-01-01,2099-12-31,
CITROBACTER SPECIES,2000026094,mimiciv_micro_organism,Observation,Organism,,80098,1970-01-01,2099-12-31,,4295448,Maps to,Mapped from,1970-01-01,2099-12-31,
CANDIDA PARAPSILOSIS,2000026095,mimiciv_micro_organism,Observation,Organism,,80099,1970-01-01,2099-12-31,,4247544,Maps to,Mapped from,1970-01-01,2099-12-31,
CANDIDA GUILLIERMONDII,2000026096,mimiciv_micro_organism,Observation,Organism,,80100,1970-01-01,2099-12-31,,4040988,Maps to,Mapped from,1970-01-01,2099-12-31,
CANDIDA KRUSEI,2000026097,mimiciv_micro_organism,Observation,Organism,,80101,1970-01-01,2099-12-31,,4297441,Maps to,Mapped from,1970-01-01,2099-12-31,
SACCHAROMYCES CEREVISIAE,2000026098,mimiciv_micro_organism,Observation,Organism,,80102,1970-01-01,2099-12-31,,4240960,Maps to,Mapped from,1970-01-01,2099-12-31,
SPOROBOLOMYCES SALMONICOLOR,2000026099,mimiciv_micro_organism,Observation,Organism,,80103,1970-01-01,2099-12-31,,4348452,Maps to,Mapped from,1970-01-01,2099-12-31,
MORAXELLA (BRANHAMELLA) CATARRHALIS,2000026100,mimiciv_micro_organism,Observation,Organism,,80104,1970-01-01,2099-12-31,,4087087,Maps to,Mapped from,1970-01-01,2099-12-31,
RHIZOPUS SPECIES,2000026101,mimiciv_micro_organism,Observation,Organism,,80105,1970-01-01,2099-12-31,,4069707,Maps to,Mapped from,1970-01-01,2099-12-31,
CANDIDA TROPICALIS,2000026102,mimiciv_micro_organism,Observation,Organism,,80106,1970-01-01,2099-12-31,,4172927,Maps to,Mapped from,1970-01-01,2099-12-31,
CAMPYLOBACTER SPECIES,2000026103,mimiciv_micro_organism,Observation,Organism,,80107,1970-01-01,2099-12-31,,4261232,Maps to,Mapped from,1970-01-01,2099-12-31,
PROPIONIBACTERIUM ACNES,2000026104,mimiciv_micro_organism,Observation,Organism,,80108,1970-01-01,2099-12-31,,4214681,Maps to,Mapped from,1970-01-01,2099-12-31,
ACTINOMYCES MEYERII,2000026105,mimiciv_micro_organism,Observation,Organism,,80109,1970-01-01,2099-12-31,,4136507,Maps to,Mapped from,1970-01-01,2099-12-31,
MUCOR SP.,2000026106,mimiciv_micro_organism,Observation,Organism,,80110,1970-01-01,2099-12-31,,4172434,Maps to,Mapped from,1970-01-01,2099-12-31,
ENTEROCOCCUS AVIUM,2000026107,mimiciv_micro_organism,Observation,Organism,,80111,1970-01-01,2099-12-31,,4338685,Maps to,Mapped from,1970-01-01,2099-12-31,
BACTEROIDES FRAGILIS GROUP,2000026108,mimiciv_micro_organism,Observation,Organism,,80112,1970-01-01,2099-12-31,,4213634,Maps to,Mapped from,1970-01-01,2099-12-31,
ENTEROBACTER SPECIES,2000026109,mimiciv_micro_organism,Observation,Organism,,80113,1970-01-01,2099-12-31,,4242438,Maps to,Mapped from,1970-01-01,2099-12-31,
ASPERGILLUS FLAVUS,2000026110,mimiciv_micro_organism,Observation,Organism,,80114,1970-01-01,2099-12-31,,4281672,Maps to,Mapped from,1970-01-01,2099-12-31,
PROPIONIBACTERIUM SPECIES,2000026111,mimiciv_micro_organism,Observation,Organism,,80115,1970-01-01,2099-12-31,,4144074,Maps to,Mapped from,1970-01-01,2099-12-31,
FUSARIUM SPECIES,2000026112,mimiciv_micro_organism,Observation,Organism,,80116,1970-01-01,2099-12-31,,4148080,Maps to,Mapped from,1970-01-01,2099-12-31,
AUREOBASIDIUM PULLULANS,2000026113,mimiciv_micro_organism,Observation,Organism,,80117,1970-01-01,2099-12-31,,4307325,Maps to,Mapped from,1970-01-01,2099-12-31,
STREPTOCOCCUS SALIVARIUS,2000026114,mimiciv_micro_organism,Observation,Organism,,80118,1970-01-01,2099-12-31,,4220801,Maps to,Mapped from,1970-01-01,2099-12-31,
NUTRITIONALLY VARIANT STREPTOCOCCUS,2000026115,mimiciv_micro_organism,Observation,Organism,,80119,1970-01-01,2099-12-31,,4212342,Maps to,Mapped from,1970-01-01,2099-12-31,
STREPTOCOCCUS CONSTELLATUS,2000026116,mimiciv_micro_organism,Observation,Organism,,80120,1970-01-01,2099-12-31,,4294519,Maps to,Mapped from,1970-01-01,2099-12-31,
BACTEROIDES FRAGILIS,2000026117,mimiciv_micro_organism,Observation,Organism,,80121,1970-01-01,2099-12-31,,4208525,Maps to,Mapped from,1970-01-01,2099-12-31,
KLUYVERA SPECIES,2000026118,mimiciv_micro_organism,Observation,Organism,,80122,1970-01-01,2099-12-31,,4266088,Maps to,Mapped from,1970-01-01,2099-12-31,
ANAEROBIC BACTERIA,2000026119,mimiciv_micro_organism,Observation,Organism,,80123,1970-01-01,2099-12-31,,4241214,Maps to,Mapped from,1970-01-01,2099-12-31,
FUSOBACTERIUM SPECIES,2000026120,mimiciv_micro_organism,Observation,Organism,,80125,1970-01-01,2099-12-31,,4143777,Maps to,Mapped from,1970-01-01,2099-12-31,
CLADOSPORIUM SPECIES,2000026121,mimiciv_micro_organism,Observation,Organism,,80126,1970-01-01,2099-12-31,,4135700,Maps to,Mapped from,1970-01-01,2099-12-31,
FUSOBACTERIUM NUCLEATUM,2000026122,mimiciv_micro_organism,Observation,Organism,,80128,1970-01-01,2099-12-31,,4139265,Maps to,Mapped from,1970-01-01,2099-12-31,
CLOSTRIDIUM SEPTICUM,2000026123,mimiciv_micro_organism,Observation,Organism,,80129,1970-01-01,2099-12-31,,4141421,Maps to,Mapped from,1970-01-01,2099-12-31,
MYCELIA STERILIA,2000026124,mimiciv_micro_organism,Observation,Organism,,80130,1970-01-01,2099-12-31,,4086077,Maps to,Mapped from,1970-01-01,2099-12-31,
SALMONELLA HADAR,2000026125,mimiciv_micro_organism,Observation,Organism,,80131,1970-01-01,2099-12-31,,4170861,Maps to,Mapped from,1970-01-01,2099-12-31,
ENTAMOEBA COLI,2000026126,mimiciv_micro_organism,Observation,Organism,,80132,1970-01-01,2099-12-31,,4195441,Maps to,Mapped from,1970-01-01,2099-12-31,
GIARDIA LAMBLIA,2000026127,mimiciv_micro_organism,Observation,Organism,,80133,1970-01-01,2099-12-31,,4301615,Maps to,Mapped from,1970-01-01,2099-12-31,
ENDOLIMAX NANA,2000026128,mimiciv_micro_organism,Observation,Organism,,80134,1970-01-01,2099-12-31,,4180863,Maps to,Mapped from,1970-01-01,2099-12-31,
ASCARIS LUMBRICOIDES,2000026129,mimiciv_micro_organism,Observation,Organism,,80135,1970-01-01,2099-12-31,,4077731,Maps to,Mapped from,1970-01-01,2099-12-31,
ACTINOMYCES ODONTOLYTICUS,2000026130,mimiciv_micro_organism,Observation,Organism,,80136,1970-01-01,2099-12-31,,4025113,Maps to,Mapped from,1970-01-01,2099-12-31,
CANDIDA LUSITANIAE,2000026131,mimiciv_micro_organism,Observation,Organism,,80137,1970-01-01,2099-12-31,,4171042,Maps to,Mapped from,1970-01-01,2099-12-31,
STAPHYLOCOCCUS SPECIES,2000026132,mimiciv_micro_organism,Observation,Organism,,80138,1970-01-01,2099-12-31,,4278981,Maps to,Mapped from,1970-01-01,2099-12-31,
CLOSTRIDIUM DIFFICILE,2000026133,mimiciv_micro_organism,Observation,Organism,,80139,1970-01-01,2099-12-31,,4244400,Maps to,Mapped from,1970-01-01,2099-12-31,
BLASTOCYSTIS HOMINIS,2000026134,mimiciv_micro_organism,Observation,Organism,,80140,1970-01-01,2099-12-31,,4103712,Maps to,Mapped from,1970-01-01,2099-12-31,
CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),2000026135,mimiciv_micro_organism,Observation,Organism,,80141,1970-01-01,2099-12-31,,4269491,Maps to,Mapped from,1970-01-01,2099-12-31,
FUSOBACTERIUM NECROPHORUM,2000026136,mimiciv_micro_organism,Observation,Organism,,80142,1970-01-01,2099-12-31,,4099615,Maps to,Mapped from,1970-01-01,2099-12-31,
HERPES SIMPLEX VIRUS TYPE 1,2000026137,mimiciv_micro_organism,Observation,Organism,,80144,1970-01-01,2099-12-31,,4035979,Maps to,Mapped from,1970-01-01,2099-12-31,
HERPES SIMPLEX VIRUS TYPE 2,2000026138,mimiciv_micro_organism,Observation,Organism,,80145,1970-01-01,2099-12-31,,4030223,Maps to,Mapped from,1970-01-01,2099-12-31,
ADENOVIRUS,2000026139,mimiciv_micro_organism,Observation,Organism,,80146,1970-01-01,2099-12-31,,4172988,Maps to,Mapped from,1970-01-01,2099-12-31,
CHLAMYDIA TRACHOMATIS,2000026140,mimiciv_micro_organism,Observation,Organism,,80147,1970-01-01,2099-12-31,,4274488,Maps to,Mapped from,1970-01-01,2099-12-31,
PAECILOMYCES SPECIES,2000026141,mimiciv_micro_organism,Observation,Organism,,80149,1970-01-01,2099-12-31,,4093927,Maps to,Mapped from,1970-01-01,2099-12-31,
TRICHODERMA SP.,2000026142,mimiciv_micro_organism,Observation,Organism,,80150,1970-01-01,2099-12-31,,4308448,Maps to,Mapped from,1970-01-01,2099-12-31,
CITROBACTER KOSERI,2000026143,mimiciv_micro_organism,Observation,Organism,,80151,1970-01-01,2099-12-31,,4016448,Maps to,Mapped from,1970-01-01,2099-12-31,
ESCHERICHIA FERGUSONII,2000026144,mimiciv_micro_organism,Observation,Organism,,80152,1970-01-01,2099-12-31,,4219241,Maps to,Mapped from,1970-01-01,2099-12-31,
MORAXELLA OSLOENSIS,2000026145,mimiciv_micro_organism,Observation,Organism,,80153,1970-01-01,2099-12-31,,4216542,Maps to,Mapped from,1970-01-01,2099-12-31,
RHIZOMUCOR SPECIES,2000026146,mimiciv_micro_organism,Observation,Organism,,80154,1970-01-01,2099-12-31,,4312459,Maps to,Mapped from,1970-01-01,2099-12-31,
"STAPHYLOCOCCUS, COAGULASE NEGATIVE",2000026147,mimiciv_micro_organism,Observation,Organism,,80155,1970-01-01,2099-12-31,,4020318,Maps to,Mapped from,1970-01-01,2099-12-31,
CORYNEBACTERIUM STRIATUM,2000026148,mimiciv_micro_organism,Observation,Organism,,80156,1970-01-01,2099-12-31,,4274350,Maps to,Mapped from,1970-01-01,2099-12-31,
ACREMONIUM SPECIES,2000026149,mimiciv_micro_organism,Observation,Organism,,80157,1970-01-01,2099-12-31,,4274504,Maps to,Mapped from,1970-01-01,2099-12-31,
MYCOBACTERIUM AVIUM COMPLEX,2000026150,mimiciv_micro_organism,Observation,Organism,,80158,1970-01-01,2099-12-31,,4237898,Maps to,Mapped from,1970-01-01,2099-12-31,
