"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverese_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"ezetimibe 10 MG / Simvastatin 20 MG [Vytorin]",2000010011,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Vytorin 10/20 1","1970-01-01","2099-12-31",,42706204,"Maps to","Mapped from","1970-01-01","2099-12-31",
"rosuvastatin Oral Tablet [Crestor]",2000010012,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Crestor ROSUVASTATIN ","1970-01-01","2099-12-31",,40099654,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Thrombin",2000010013,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Thrombin 5,000 units","1970-01-01","2099-12-31",,1300673,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Loratadine 10 MG Oral Tablet [Claritin]",2000010014,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Claritin 10 mg tablet","1970-01-01","2099-12-31",,19033500,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetylcysteine 200 MG/ML",2000010015,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Acetylcysteine 20% 30ml Vial","1970-01-01","2099-12-31",,19093622,"Maps to","Mapped from","1970-01-01","2099-12-31",
"prednisolone acetate 10 MG/ML",2000010016,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Prednisolone Acetate 1 % Eye Drops, Susp","1970-01-01","2099-12-31",,43526394,"Maps to","Mapped from","1970-01-01","2099-12-31",
"24 HR desvenlafaxine succinate 50 MG Extended Release Oral Tablet [Pristiq]",2000010017,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Pristiq 50 mg 24 hr Tab","1970-01-01","2099-12-31",,19129683,"Maps to","Mapped from","1970-01-01","2099-12-31",
"bosentan 125 MG Oral Tablet [Tracleer]",2000010018,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Tracleer 125","1970-01-01","2099-12-31",,19124851,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenytoin sodium 100 MG Oral Capsule",2000010019,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Phenytoin Sodium **Brand Name ONLY** 100 mg/4 mL Oral Susp","1970-01-01","2099-12-31",,40163210,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Vancomycin",2000010020,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Vancomycin HCl 1GM FROZ. BAG","1970-01-01","2099-12-31",,1707687,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Theophylline 300 MG",2000010021,"mimiciv_drug_ndc","Drug","Prescription Drug",,"theophylline ER 300 mg 12 hr Tab","1970-01-01","2099-12-31",,1237217,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Lorazepam",2000010022,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Lorazepam ","1970-01-01","2099-12-31",,791967,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Iloprost",2000010023,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Iloprost 10 mcg","1970-01-01","2099-12-31",,1344992,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Betamethasone 0.25 MG/ML",2000010024,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Betamethasone 0.5mg/2mL","1970-01-01","2099-12-31",,920869,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Methylphenidate Hydrochloride 54 MG [Concerta]",2000010025,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Concerta (methylphenidate) 54mg","1970-01-01","2099-12-31",,40236493,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetylcysteine 600 MG",2000010026,"mimiciv_drug_ndc","Drug","Prescription Drug",,"acetylcysteine 600mg","1970-01-01","2099-12-31",,1139058,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetylcysteine 600 MG",2000010027,"mimiciv_drug_ndc","Drug","Prescription Drug",,"NAC (N-acetyl-L-cysteine 600 mg Cap","1970-01-01","2099-12-31",,1139058,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Tetanus immune globulin",2000010028,"mimiciv_drug_ndc","Drug","Prescription Drug",,"tetanus immune globulin tetanus immune globulin","1970-01-01","2099-12-31",,35604680,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Diphenhydramine",2000010029,"mimiciv_drug_ndc","Drug","Prescription Drug",,"DiphenhydrAMINE ","1970-01-01","2099-12-31",,1129625,"Maps to","Mapped from","1970-01-01","2099-12-31",
"FLUOROMETHOLONE ACETATE 1 MG/ML Ophthalmic Suspension [Flarex]",2000010030,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Flarex 0.1 % Eye Drops","1970-01-01","2099-12-31",,42708921,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Nitroglycerin 0.5 MG/ML [Tridil]",2000010031,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Nitroglycerin 100MG/20ML VIAL","1970-01-01","2099-12-31",,19117574,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Ampicillin",2000010032,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Ampicillin Sodium 2g Vial","1970-01-01","2099-12-31",,1717327,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Ketorolac Tromethamine 4 MG/ML Ophthalmic Solution [Acular]",2000010033,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Acular LS 0.4 % Eye Drops","1970-01-01","2099-12-31",,40164856,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Medium chain triglycerides",2000010034,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Medium Chain Triglycerides 0","1970-01-01","2099-12-31",,42899398,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydromorphone",2000010035,"mimiciv_drug_ndc","Drug","Prescription Drug",,"HYDROmorphone (Dilaudid) ","1970-01-01","2099-12-31",,1126658,"Maps to","Mapped from","1970-01-01","2099-12-31",
"bimatoprost 0.1 MG/ML [Lumigan]",2000010036,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Lumigan 0.01% 0.01%","1970-01-01","2099-12-31",,40226431,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Vasopressin (USP)",2000010037,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Vasopressin ","1970-01-01","2099-12-31",,1507835,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Levothyroxine Sodium 0.15 MG Oral Tablet [Synthroid]",2000010038,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Synthroid 150 mcg Tab","1970-01-01","2099-12-31",,40175059,"Maps to","Mapped from","1970-01-01","2099-12-31",
"potassium citrate 10 MEQ",2000010039,"mimiciv_drug_ndc","Drug","Prescription Drug",,"potassium citrate 10 meq","1970-01-01","2099-12-31",,976606,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Clindamycin 600 MG",2000010040,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Clindamycin 600MG PREMIX","1970-01-01","2099-12-31",,19109384,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Metoprolol",2000010041,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Metoprolol ","1970-01-01","2099-12-31",,1307046,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Ketorolac Tromethamine 5 MG/ML Ophthalmic Solution [Acular]",2000010042,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Acular 0.5 % Eye Drops","1970-01-01","2099-12-31",,40164864,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Maprotiline Hydrochloride 25 MG",2000010043,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Maprotiline HCl 25mg caps","1970-01-01","2099-12-31",,42800983,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG [Benicar HCT]",2000010044,"mimiciv_drug_ndc","Drug","Prescription Drug",,"BENICAR HCT 20-12.5 mg","1970-01-01","2099-12-31",,19135232,"Maps to","Mapped from","1970-01-01","2099-12-31",
"norethindrone acetate 5 MG Oral Tablet [Aygestin]",2000010045,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Aygestin 5 mg Tab","1970-01-01","2099-12-31",,40224823,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Diltiazem",2000010046,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Diltiazem ","1970-01-01","2099-12-31",,1328165,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Etanercept",2000010047,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Etanercept 25 mg Sub-Q Kit","1970-01-01","2099-12-31",,1151789,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Coenzyme Q10",2000010048,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Coenzyme Q10 900 mg","1970-01-01","2099-12-31",,1351115,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Dopamine",2000010049,"mimiciv_drug_ndc","Drug","Prescription Drug",,"DOPamine ","1970-01-01","2099-12-31",,1337860,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Tetrabenazine 25 MG Oral Tablet [Xenazine]",2000010050,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Xenazine 25 mg tablets","1970-01-01","2099-12-31",,19131890,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Vancomycin 250 MG [Vancocin]",2000010051,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Vancocin 250 mg","1970-01-01","2099-12-31",,19117668,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Riboflavin 50 MG",2000010052,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Riboflavin 50mg","1970-01-01","2099-12-31",,19062923,"Maps to","Mapped from","1970-01-01","2099-12-31",
"formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler [Dulera]",2000010053,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Dulera (mometasone-formoterol) 200-5mcg/actuation 200 mcg-5 mcg/actuation HFA Aerosol Inhaler","1970-01-01","2099-12-31",,42902603,"Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Atripla]",2000010054,"mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 600-200-300 mg","1970-01-01","2099-12-31",,19124373,"Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Atripla]",2000010055,"mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 600-200-300 mg ","1970-01-01","2099-12-31",,19124373,"Maps to","Mapped from","1970-01-01","2099-12-31",
"rasagiline 1 MG [Azilect]",2000010056,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Azilect 1mg","1970-01-01","2099-12-31",,19089084,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetaminophen 650 MG [Tylenol]",2000010057,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Tylenol Arthritis 650 mg Tab","1970-01-01","2099-12-31",,19042362,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenytoin",2000010058,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Phenytoin Sodium ","1970-01-01","2099-12-31",,740910,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Lidocaine 10 MG/ML",2000010059,"mimiciv_drug_ndc","Drug","Prescription Drug",,"LIDOCAINE 1% (W/Presv.) ","1970-01-01","2099-12-31",,990243,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Melatonin 3 MG",2000010060,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Melatonin 3 mg","1970-01-01","2099-12-31",,19083332,"Maps to","Mapped from","1970-01-01","2099-12-31",
"lenalidomide 10 MG [Revlimid]",2000010061,"mimiciv_drug_ndc","Drug","Prescription Drug",,"REVLIMID 10 mg Cap","1970-01-01","2099-12-31",,19025426,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Brimonidine tartrate 1 MG/ML",2000010062,"mimiciv_drug_ndc","Drug","Prescription Drug",,"brimonidine 0.1 % Eye Drops","1970-01-01","2099-12-31",,40164129,"Maps to","Mapped from","1970-01-01","2099-12-31",
"nebivolol 5 MG [Bystolic]",2000010063,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Bystolic 5mg","1970-01-01","2099-12-31",,19021528,"Maps to","Mapped from","1970-01-01","2099-12-31",
"mesalamine",2000010064,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Mesalamine Desensitization 200 mg / 200 mL","1970-01-01","2099-12-31",,968426,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Estrogens, Conjugated (USP) 0.625 MG/ML Vaginal Cream [Premarin]",2000010065,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Premarin 0.625 mg/gram Vaginal Cream","1970-01-01","2099-12-31",,1549218,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Ipratropium",2000010066,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Ipratropium Bromide Neb ","1970-01-01","2099-12-31",,1112921,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydromorphone",2000010067,"mimiciv_drug_ndc","Drug","Prescription Drug",,"HYDROmorphone Solution 20mg/ml","1970-01-01","2099-12-31",,1126658,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Fluoxetine 20 MG [Prozac]",2000010068,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Prozac 20 mg Cap","1970-01-01","2099-12-31",,19080281,"Maps to","Mapped from","1970-01-01","2099-12-31",
" Levalbuterol 0.417 MG/ML [Xopenex]",2000010069,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Xopenex 1.25 MG/3 ML SOL","1970-01-01","2099-12-31",,19100309,"Maps to","Mapped from","1970-01-01","2099-12-31",
"2.5 ML defibrotide sodium 80 MG/ML Injection",2000010070,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Defibrotide (IND) 80 mg / mL - 2.5 mL Amp","1970-01-01","2099-12-31",,35603976,"Maps to","Mapped from","1970-01-01","2099-12-31",
"abiraterone acetate 250 MG [Zytiga]",2000010071,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Zytiga (Abiraterone)  250 mg","1970-01-01","2099-12-31",,40239062,"Maps to","Mapped from","1970-01-01","2099-12-31",
"lamotrigine 150 MG [Lamictal]",2000010072,"mimiciv_drug_ndc","Drug","Prescription Drug",,"LaMICtal (Brand Name) 150 mg","1970-01-01","2099-12-31",,19118045,"Maps to","Mapped from","1970-01-01","2099-12-31",
"insulin detemir Injectable Solution [Levemir]",2000010073,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Levemir insulin vial","1970-01-01","2099-12-31",,40130712,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Furosemide",2000010074,"mimiciv_drug_ndc","Drug","Prescription Drug",,"FUROSEMIDE ","1970-01-01","2099-12-31",,956874,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Naproxen sodium 220 MG [Aleve]",2000010075,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Aleve 220 mg ","1970-01-01","2099-12-31",,19053149,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Levalbuterol 0.417 MG/ML",2000010076,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Levalbuterol Neb 1.25 mg/3ml","1970-01-01","2099-12-31",,1192244,"Maps to","Mapped from","1970-01-01","2099-12-31",
"leflunomide 10 MG",2000010077,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Leflunomide 10 mg","1970-01-01","2099-12-31",,1101925,"Maps to","Mapped from","1970-01-01","2099-12-31",
"risedronate sodium 5 MG [Actonel]",2000010078,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Actonel 5mg","1970-01-01","2099-12-31",,40174500,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Magnesium Chloride / Sodium Bicarbonate / Sodium Chloride Injectable Solution [Normocarb HF 25]",2000010079,"mimiciv_drug_ndc","Drug","Prescription Drug",,"NORMOCARB DIALYSIS SOLUTION 3240 ML BAG","1970-01-01","2099-12-31",,40161286,"Maps to","Mapped from","1970-01-01","2099-12-31",
"bromfenac 0.9 MG/ML Ophthalmic Solution [Xibrom]",2000010080,"mimiciv_drug_ndc","Drug","Prescription Drug",,"XIBROM 0.09 % Eye Drops","1970-01-01","2099-12-31",,1139215,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Danazol 100 MG",2000010081,"mimiciv_drug_ndc","Drug","Prescription Drug",,"danazol 100MG","1970-01-01","2099-12-31",,1511686,"Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz 600 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG [Atripla]",2000010082,"mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 600-200-300","1970-01-01","2099-12-31",,19124373,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Riboflavin 50 MG",2000010083,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Riboflavin 50 mg","1970-01-01","2099-12-31",,19062923,"Maps to","Mapped from","1970-01-01","2099-12-31",
"degarelix 120 MG",2000010084,"mimiciv_drug_ndc","Drug","Prescription Drug",,"degarelix 120 mg Sub-Q Soln","1970-01-01","2099-12-31",,1718073,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Epinephrine",2000010085,"mimiciv_drug_ndc","Drug","Prescription Drug",,"EPINEPHrine ","1970-01-01","2099-12-31",,1343916,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Dutasteride 0.5 MG",2000010086,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Dutasteride 0.5MG","1970-01-01","2099-12-31",,19097771,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenylephrine",2000010087,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Phenylephrine 2.5% opth 2.5%","1970-01-01","2099-12-31",,1135766,"Maps to","Mapped from","1970-01-01","2099-12-31",
"erlotinib 150 MG [Tarceva]",2000010088,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Erlotinib (Tarceva) 150 mg","1970-01-01","2099-12-31",,40236072,"Maps to","Mapped from","1970-01-01","2099-12-31",
"varenicline 1 MG",2000010089,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Varenicline 1 mg","1970-01-01","2099-12-31",,780445,"Maps to","Mapped from","1970-01-01","2099-12-31",
"darifenacin 15 MG Extended Release Oral Tablet [Enablex]",2000010090,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Enablex 15 mg tablet,extended release","1970-01-01","2099-12-31",,19134734,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Magnesium Chloride / Sodium Bicarbonate / Sodium Chloride Injectable Solution [Normocarb HF 25]",2000010091,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Normocarb Dialysate 3240 ml Bag","1970-01-01","2099-12-31",,40161286,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Balsalazide disodium 750 MG",2000010092,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Balsalazide Disodium 750 mg","1970-01-01","2099-12-31",,40168548,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ranolazine 500 MG",2000010093,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Ranolazine 500","1970-01-01","2099-12-31",,19123444,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Magnesium Sulfate 1.2 MEQ/ML",2000010094,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Magnesium Sulfate 1gm/2ml vial","1970-01-01","2099-12-31",,19110661,"Maps to","Mapped from","1970-01-01","2099-12-31",
"coenzyme Q10 100 MG Oral Capsule",2000010095,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Coenzyme Q10 100mg Capsule","1970-01-01","2099-12-31",,1351153,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Dutasteride 0.5 MG Oral Capsule [Avodart]",2000010096,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Avodart 0.5 mg Cap","1970-01-01","2099-12-31",,989486,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Rabeprazole sodium 20 MG [Aciphex]",2000010097,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Aciphex 20 mg","1970-01-01","2099-12-31",,40163287,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Famotidine 20 MG",2000010098,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Famotidine 20mg Premix Bag","1970-01-01","2099-12-31",,953120,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ropinirole 4 MG [Requip]",2000010099,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Requip XL 4","1970-01-01","2099-12-31",,19023243,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Sodium Chloride Prefilled Syringe",2000010100,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Syringe (0.9% Sodium Chloride) 1 Syringe","1970-01-01","2099-12-31",,40141424,"Maps to","Mapped from","1970-01-01","2099-12-31",
"leflunomide 20 MG",2000010101,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Leflunomide 20 mg","1970-01-01","2099-12-31",,1101926,"Maps to","Mapped from","1970-01-01","2099-12-31",
"aluminum hydroxide / magnesium hydroxide / simethicone Oral Suspension",2000010102,"mimiciv_drug_ndc","Drug","Prescription Drug",,"mylanta 1","1970-01-01","2099-12-31",,40007739,"Maps to","Mapped from","1970-01-01","2099-12-31",
"pegfilgrastim 10 MG/ML [Neulasta]",2000010103,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Neulasta 6","1970-01-01","2099-12-31",,19120970,"Maps to","Mapped from","1970-01-01","2099-12-31",
"cornstarch",2000010104,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Corn Starch (Bulk) 35gm","1970-01-01","2099-12-31",,40230159,"Maps to","Mapped from","1970-01-01","2099-12-31",
"rivastigmine 0.396 MG/HR [Exelon]",2000010105,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Exelon 9.5 mg/24 hour Transderm 24 hr Patch","1970-01-01","2099-12-31",,19127050,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Norepinephrine 1 MG/ML",2000010106,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Norepinephrine 4MG/4ML AMP","1970-01-01","2099-12-31",,1321364,"Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz / emtricitabine / tenofovir disoproxil Oral Tablet [Atripla]",2000010107,"mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 1","1970-01-01","2099-12-31",,40134708,"Maps to","Mapped from","1970-01-01","2099-12-31",
"erlotinib 150 MG Oral Tablet [Tarceva]",2000010108,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Erlotinib (Tarceva) 150 mg Tab","1970-01-01","2099-12-31",,40236071,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Sodium Bicarbonate",2000010109,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Sodium Bicarbonate ","1970-01-01","2099-12-31",,939506,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Ondansetron",2000010110,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Ondansetron ","1970-01-01","2099-12-31",,1000560,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenytoin sodium 100 MG Oral Capsule [Dilantin]",2000010111,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Dilantin (phenytoin sodium ER) 100mg capsule","1970-01-01","2099-12-31",,40163212,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Creatine",2000010112,"mimiciv_drug_ndc","Drug","Prescription Drug",,"creatine  800mg","1970-01-01","2099-12-31",,19071967,"Maps to","Mapped from","1970-01-01","2099-12-31",
"fluticasone Metered Dose Nasal Spray [Flonase]",2000010113,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Flonase    ","1970-01-01","2099-12-31",,36250166,"Maps to","Mapped from","1970-01-01","2099-12-31",
"darifenacin 7.5 MG",2000010114,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Darifenacin 7.5 mg","1970-01-01","2099-12-31",,916233,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Betamethasone",2000010115,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Betamethasone Sodium Phos/Acet 12mg/2ml Syringe","1970-01-01","2099-12-31",,920458,"Maps to","Mapped from","1970-01-01","2099-12-31",
"rivastigmine 0.396 MG/HR [Exelon]",2000010116,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Exelon 9.5 mg/24 hours","1970-01-01","2099-12-31",,19127050,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Saccharomyces boulardii",2000010117,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Saccharomyces BOULARDII 1 Capsule","1970-01-01","2099-12-31",,991855,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Alprazolam 0.5 MG Oral Tablet",2000010118,"mimiciv_drug_ndc","Drug","Prescription Drug",,"Alprazolam 0.5mg Tablet","1970-01-01","2099-12-31",,19072934,"Maps to","Mapped from","1970-01-01","2099-12-31",
