"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverese_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"INTRAPLEURAL",2000002036,"mimiciv_drug_route","Route","Qualifier Value",,"INTRAPLEURAL","1970-01-01","2099-12-31",,4156707,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PICC",2000002037,"mimiciv_drug_route","Route","Qualifier Value",,"PICC","1970-01-01","2099-12-31",,4170113,"Maps to","Mapped from","1970-01-01","2099-12-31",
"DLUVC",2000002038,"mimiciv_drug_route","Route","Qualifier Value",,"DLUVC","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IN",2000002039,"mimiciv_drug_route","Route","Qualifier Value",,"IN","1970-01-01","2099-12-31",,45956874,"Maps to","Mapped from","1970-01-01","2099-12-31",
"OD",2000002040,"mimiciv_drug_route","Route","Qualifier Value",,"OD","1970-01-01","2099-12-31",,4184451,"Maps to","Mapped from","1970-01-01","2099-12-31",
"UVC",2000002041,"mimiciv_drug_route","Route","Qualifier Value",,"UVC","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"OS",2000002042,"mimiciv_drug_route","Route","Qualifier Value",,"OS","1970-01-01","2099-12-31",,4184451,"Maps to","Mapped from","1970-01-01","2099-12-31",
"BOTH EARS",2000002043,"mimiciv_drug_route","Route","Qualifier Value",,"BOTH EARS","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"G TUBE",2000002044,"mimiciv_drug_route","Route","Qualifier Value",,"G TUBE","1970-01-01","2099-12-31",,4132254,"Maps to","Mapped from","1970-01-01","2099-12-31",
"J TUBE",2000002045,"mimiciv_drug_route","Route","Qualifier Value",,"J TUBE","1970-01-01","2099-12-31",,4133177,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AD",2000002046,"mimiciv_drug_route","Route","Qualifier Value",,"AD","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"RIGHT EAR",2000002047,"mimiciv_drug_route","Route","Qualifier Value",,"RIGHT EAR","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"LEFT EAR",2000002048,"mimiciv_drug_route","Route","Qualifier Value",,"LEFT EAR","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IVCI",2000002049,"mimiciv_drug_route","Route","Qualifier Value",,"IVCI","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IR",2000002050,"mimiciv_drug_route","Route","Qualifier Value",,"IR","1970-01-01","2099-12-31",,4263689,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IRR",2000002051,"mimiciv_drug_route","Route","Qualifier Value",,"IRR","1970-01-01","2099-12-31",,4263689,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IVT",2000002052,"mimiciv_drug_route","Route","Qualifier Value",,"IVT","1970-01-01","2099-12-31",,4224886,"Maps to","Mapped from","1970-01-01","2099-12-31",
"TRANSDERMAL",2000002053,"mimiciv_drug_route","Route","Qualifier Value",,"TRANSDERMAL","1970-01-01","2099-12-31",,4262099,"Maps to","Mapped from","1970-01-01","2099-12-31",
"NS",2000002054,"mimiciv_drug_route","Route","Qualifier Value",,"NS","1970-01-01","2099-12-31",,4262914,"Maps to","Mapped from","1970-01-01","2099-12-31",
"UAC",2000002055,"mimiciv_drug_route","Route","Qualifier Value",,"UAC","1970-01-01","2099-12-31",,4240824,"Maps to","Mapped from","1970-01-01","2099-12-31",
"LUMBAR PLEXUS",2000002056,"mimiciv_drug_route","Route","Qualifier Value",,"LUMBAR PLEXUS","1970-01-01","2099-12-31",,4157761,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRAVITREAL",2000002057,"mimiciv_drug_route","Route","Qualifier Value",,"INTRAVITREAL","1970-01-01","2099-12-31",,4302785,"Maps to","Mapped from","1970-01-01","2099-12-31",
"BU",2000002058,"mimiciv_drug_route","Route","Qualifier Value",,"BU","1970-01-01","2099-12-31",,4181897,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AU",2000002059,"mimiciv_drug_route","Route","Qualifier Value",,"AU","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"NG/OG",2000002060,"mimiciv_drug_route","Route","Qualifier Value",,"NG/OG","1970-01-01","2099-12-31",,40492301,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IO",2000002061,"mimiciv_drug_route","Route","Qualifier Value",,"IO","1970-01-01","2099-12-31",,4157760,"Maps to","Mapped from","1970-01-01","2099-12-31",
"OG",2000002062,"mimiciv_drug_route","Route","Qualifier Value",,"OG","1970-01-01","2099-12-31",,4303795,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IV INFUSION",2000002063,"mimiciv_drug_route","Route","Qualifier Value",,"IV INFUSION","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"TT",2000002064,"mimiciv_drug_route","Route","Qualifier Value",,"TT","1970-01-01","2099-12-31",,4263689,"Maps to","Mapped from","1970-01-01","2099-12-31",
"FEMORAL VEIN",2000002065,"mimiciv_drug_route","Route","Qualifier Value",,"FEMORAL VEIN","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRALESIONAL",2000002066,"mimiciv_drug_route","Route","Qualifier Value",,"INTRALESIONAL","1970-01-01","2099-12-31",,4157758,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRA-ARTERIALLY",2000002067,"mimiciv_drug_route","Route","Qualifier Value",,"INTRA-ARTERIALLY","1970-01-01","2099-12-31",,4240824,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AS",2000002068,"mimiciv_drug_route","Route","Qualifier Value",,"AS","1970-01-01","2099-12-31",,4023156,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SCPUMP",2000002069,"mimiciv_drug_route","Route","Qualifier Value",,"SCPUMP","1970-01-01","2099-12-31",,4142048,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PO/OG",2000002070,"mimiciv_drug_route","Route","Qualifier Value",,"PO/OG","1970-01-01","2099-12-31",,4132161,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IVS",2000002071,"mimiciv_drug_route","Route","Qualifier Value",,"IVS","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ND",2000002072,"mimiciv_drug_route","Route","Qualifier Value",,"ND","1970-01-01","2099-12-31",,4262914,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INFUSION VIA ON-Q PUMP",2000002073,"mimiciv_drug_route","Route","Qualifier Value",,"INFUSION VIA ON-Q PUMP","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"DLPICC",2000002074,"mimiciv_drug_route","Route","Qualifier Value",,"DLPICC","1970-01-01","2099-12-31",,4170113,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IC",2000002075,"mimiciv_drug_route","Route","Qualifier Value",,"IC","1970-01-01","2099-12-31",,35615950,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SUBCUT INFUSION",2000002076,"mimiciv_drug_route","Route","Qualifier Value",,"SUBCUT INFUSION","1970-01-01","2099-12-31",,4142048,"Maps to","Mapped from","1970-01-01","2099-12-31",
"CVL",2000002077,"mimiciv_drug_route","Route","Qualifier Value",,"CVL","1970-01-01","2099-12-31",,4170113,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ENTERAL TUBE ONLY – NOT ORAL",2000002078,"mimiciv_drug_route","Route","Qualifier Value",,"ENTERAL TUBE ONLY – NOT ORAL","1970-01-01","2099-12-31",,4186834,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SC INFUSION",2000002079,"mimiciv_drug_route","Route","Qualifier Value",,"SC INFUSION","1970-01-01","2099-12-31",,4142048,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRAPERICARDIAL",2000002080,"mimiciv_drug_route","Route","Qualifier Value",,"INTRAPERICARDIAL","1970-01-01","2099-12-31",,40492305,"Maps to","Mapped from","1970-01-01","2099-12-31",
"AERO",2000002081,"mimiciv_drug_route","Route","Qualifier Value",,"AERO","1970-01-01","2099-12-31",,45956874,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACORPOREAL",2000002082,"mimiciv_drug_route","Route","Qualifier Value",,"INTRACORPOREAL","1970-01-01","2099-12-31",,35615950,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PO OR ENTERAL TUBE",2000002083,"mimiciv_drug_route","Route","Qualifier Value",,"PO OR ENTERAL TUBE","1970-01-01","2099-12-31",,4186834,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IV FLUSH*",2000002084,"mimiciv_drug_route","Route","Qualifier Value",,"IV FLUSH*","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SCPCA",2000002085,"mimiciv_drug_route","Route","Qualifier Value",,"SCPCA","1970-01-01","2099-12-31",,4142048,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IV FLUSH",2000002086,"mimiciv_drug_route","Route","Qualifier Value",,"IV FLUSH","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PV",2000002087,"mimiciv_drug_route","Route","Qualifier Value",,"PV","1970-01-01","2099-12-31",,4171884,"Maps to","Mapped from","1970-01-01","2099-12-31",
"EDPCA",2000002088,"mimiciv_drug_route","Route","Qualifier Value",,"EDPCA","1970-01-01","2099-12-31",,4225555,"Maps to","Mapped from","1970-01-01","2099-12-31",
"SIDE PORT",2000002089,"mimiciv_drug_route","Route","Qualifier Value",,"SIDE PORT","1970-01-01","2099-12-31",,37207462,"Maps to","Mapped from","1970-01-01","2099-12-31",
"ITPCA",2000002090,"mimiciv_drug_route","Route","Qualifier Value",,"ITPCA","1970-01-01","2099-12-31",,4217202,"Maps to","Mapped from","1970-01-01","2099-12-31",
"IU",2000002091,"mimiciv_drug_route","Route","Qualifier Value",,"IU","1970-01-01","2099-12-31",,4269621,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Nasal",2000002092,"mimiciv_drug_route","Route","Qualifier Value",,"NU","1970-01-01","2099-12-31",,4262914,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Haemodialysis",2000002093,"mimiciv_drug_route","Route","Qualifier Value",,"REPLACE","1970-01-01","2099-12-31",,45956871,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Intravenous",2000002094,"mimiciv_drug_route","Route","Qualifier Value",,"PB","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Intravenous",2000002095,"mimiciv_drug_route","Route","Qualifier Value",,"PAL","1970-01-01","2099-12-31",,4171047,"Maps to","Mapped from","1970-01-01","2099-12-31",
"DWELL",2000002096,"mimiciv_drug_route","Route","Qualifier Value",,"DWELL","1970-01-01","2099-12-31",,35631981,"Maps to","Mapped from","1970-01-01","2099-12-31",
